,id,name,country_name,acronym,grant_id,grant_year,grant_title
1416,grid.421222.5,Cisco Systems (United States),United States,,US-9288804-B2,2014,Almost blank subframe based orthogonal resource allocation in a wireless network environment
1417,grid.4444.0,French National Centre for Scientific Research,France,CNRS,EP-3138851-A1,2016,"QUATERNARY ASSEMBLIES OF WATER-SOLUBLE NON-PEPTIDE HELICAL FOLDAMERS, THEIR USE AND PRODUCTION THEREOF"
1418,grid.471210.1,Kuraray (Japan),Japan,,WO-2014087658-A1,2013,METHOD OF CELL FUSION AND FUSION CELLS
1419,grid.418722.a,Celgene (United States),United States,Celgene,US-9857359-B2,2013,Methods for determining drug efficacy using cereblon-associated proteins
1420,grid.4868.2,Queen Mary University of London,United Kingdom,QMUL,US-9845506-B2,2013,Method for determining prognosis of prostate cancer in a subject
1421,grid.136593.b,Osaka University,Japan,,EP-2703487-A1,2012,PEPTIDE FOR INDUCING REGENERATION OF TISSUE AND USE THEREOF
1422,grid.421932.f,UCB Pharma (Belgium),Belgium,,US-20150219635-A1,2013,Method for Identifying Compounds of Therapeutic Interest
1423,grid.50550.35,Assistance Publique -Hopitaux De Paris,France,AP-HP,EP-3178487-A1,2015,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1424,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,EP-3178487-A1,2015,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1425,grid.462844.8,Sorbonne University,France,,EP-3178487-A1,2015,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1426,grid.410511.0,Paris 12 Val de Marne University,France,UPEC,EP-3178487-A1,2015,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1427,grid.9918.9,University of Leicester,United Kingdom,,US-8951522-B2,2012,Methods for treating conditions associated with MASP-2 dependent complement activation
1428,grid.496779.2,UK Research and Innovation,United Kingdom,UKRI,US-8551790-B2,2012,"MASP 2, a complement-fixing enzyme, and uses for it"
1429,grid.9918.9,University of Leicester,United Kingdom,,US-8840893-B2,2011,Methods for treating conditions associated with MASP-2 dependent complement activation
1430,grid.168010.e,Stanford University,United States,SU,US-9901082-B2,2013,Genetically modified non-human animals and methods of use thereof
1431,grid.47100.32,Yale University,United States,,US-9901082-B2,2013,Genetically modified non-human animals and methods of use thereof
1432,grid.418961.3,Regeneron (United States),United States,,US-9901082-B2,2013,Genetically modified non-human animals and methods of use thereof
1433,grid.29078.34,University of Italian Switzerland,Switzerland,USI,US-9901082-B2,2013,Genetically modified non-human animals and methods of use thereof
1434,grid.410356.5,Queen's University,Canada,,US-9988685-B2,2014,"Methods and kits for diagnosing, prognosticating risk/outcome, and/or treating breast cancer"
1435,grid.418722.a,Celgene (United States),United States,Celgene,US-9587281-B2,2015,Cereblon isoforms and their use as biomarkers for therapeutic treatment
1436,grid.5603.0,University of Greifswald,Germany,,EP-2896964-A1,2014,MD-2 as biomarker in heart failure
1437,grid.427999.8,Catabasis Pharmaceuticals (United States),United States,,US-20140093513-A1,2013,METHODS OF LOWERING PROPROTEIN CONVERSATE SUBTILISIN/KEXIN TYPE 9 (PCSK9)
1438,grid.427999.8,Catabasis Pharmaceuticals (United States),United States,,US-9238077-B2,2014,Fatty acid niacin conjugates and their uses
1439,grid.13097.3c,King's College London,United Kingdom,KCL,WO-2012175996-A3,2012,DRUG DELIVERY FORMULATIONS
1440,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9242009-B2,2013,Compositions and methods to treat neurodegenerative diseases
1441,grid.47100.32,Yale University,United States,,US-9986724-B2,2016,Genetically modified non-human animals and methods of use thereof
1442,grid.418961.3,Regeneron (United States),United States,,US-9986724-B2,2016,Genetically modified non-human animals and methods of use thereof
1443,grid.29078.34,University of Italian Switzerland,Switzerland,USI,US-9986724-B2,2016,Genetically modified non-human animals and methods of use thereof
1444,grid.38142.3c,Harvard University,United States,,US-9816080-B2,2015,Delivery of CAS9 via ARRDC1-mediated microvesicles (ARMMs)
1445,grid.168010.e,Stanford University,United States,SU,US-9816080-B2,2015,Delivery of CAS9 via ARRDC1-mediated microvesicles (ARMMs)
1446,grid.136593.b,Osaka University,Japan,,EP-2703487-A4,2012,PEPTIDE FOR INDUCING REGENERATION OF TISSUE AND USE THEREOF
1447,grid.421932.f,UCB Pharma (Belgium),Belgium,,US-10048253-B2,2013,Method for identifying compounds of therapeutic interest
1448,grid.4444.0,French National Centre for Scientific Research,France,CNRS,WO-2017037150-A1,2016,"QUATERNARY ASSEMBLIES OF WATER-SOLUBLE NON-PEPTIDE HELICAL FOLDAMERS, THEIR USE AND PRODUCTION THEREOF"
1449,grid.420044.6,Bayer (Germany),Germany,,WO-2013178565-A1,2013,GENOTYPE- OR PHENOTYPE-BASED DRUG FORMULATION
1450,grid.425956.9,Novo Nordisk (Denmark),Denmark,,WO-2012164021-A1,2012,IL-21 EPITOPE AND IL-21 LIGANDS
1451,grid.410511.0,Paris 12 Val de Marne University,France,UPEC,WO-2017098014-A1,2016,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1452,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2017098014-A1,2016,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1453,grid.462844.8,Sorbonne University,France,,WO-2017098014-A1,2016,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1454,grid.50550.35,Assistance Publique -Hopitaux De Paris,France,AP-HP,WO-2017098014-A1,2016,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1455,grid.30389.31,University of California System,United States,,US-9963699-B2,2013,Methods for modulating C9ORF72 expression
1456,grid.1052.6,Ludwig Cancer Research,United States,LICR,US-9963699-B2,2013,Methods for modulating C9ORF72 expression
1457,grid.282569.2,Ionis Pharmaceuticals (United States),United States,,US-9963699-B2,2013,Methods for modulating C9ORF72 expression
1458,grid.482351.9,Ludwig Institute for Cancer Research,Switzerland,,US-9963699-B2,2013,Methods for modulating C9ORF72 expression
1459,grid.24434.35,University of Nebraska–Lincoln,United States,UNL ,US-9457030-B2,2013,Compositions and methods for the treatment of juvenile neuronal ceroid lipofuscinosis and related disorders
1460,grid.410442.7,University of Nebraska System,United States,,US-9457030-B2,2013,Compositions and methods for the treatment of juvenile neuronal ceroid lipofuscinosis and related disorders
1461,grid.282569.2,Ionis Pharmaceuticals (United States),United States,,US-9605263-B2,2016,Compositions for modulating C9ORF72 expression
1462,grid.5842.b,University of Paris-Sud,France,,WO-2014067965-A1,2013,METHODS OF PREDICTING OR DIAGNOSING A PULMONARY ARTERIAL HYPERTENSION
1463,grid.7429.8,French Institute of Health and Medical Research,France,INSERM,WO-2014067965-A1,2013,METHODS OF PREDICTING OR DIAGNOSING A PULMONARY ARTERIAL HYPERTENSION
1464,grid.50550.35,Assistance Publique -Hopitaux De Paris,France,AP-HP,WO-2014067965-A1,2013,METHODS OF PREDICTING OR DIAGNOSING A PULMONARY ARTERIAL HYPERTENSION
1465,grid.418621.8,Philips (Germany),Germany,,WO-2014147518-A3,2014,DYNAMIC MRI WITH IMAGE RECONSTRUCTION USING COMPRESSED SENSING
1466,grid.417284.c,Philips (Netherlands),Netherlands,,WO-2014147518-A3,2014,DYNAMIC MRI WITH IMAGE RECONSTRUCTION USING COMPRESSED SENSING
1467,grid.420044.6,Bayer (Germany),Germany,,EP-2668945-A1,2012,Genotype and phenotype-based medicinal formulations
1468,grid.427999.8,Catabasis Pharmaceuticals (United States),United States,,US-9486534-B2,2015,Niacin conjugated fatty acid mixtures and their uses
1469,grid.418961.3,Regeneron (United States),United States,,US-9655352-B2,2014,Humanized M-CSF mice
1470,grid.29078.34,University of Italian Switzerland,Switzerland,USI,US-9655352-B2,2014,Humanized M-CSF mice
1471,grid.47100.32,Yale University,United States,,US-9655352-B2,2014,Humanized M-CSF mice
1472,grid.32224.35,Massachusetts General Hospital,United States,MGH,US-9937231-B2,2014,Methods and agents for treating Alzheimer's disease
1473,grid.410425.6,City Of Hope National Medical Center,United States,,US-9289500-B2,2014,Saccharide-peptide hydrogels
1474,grid.30389.31,University of California System,United States,,US-9289500-B2,2014,Saccharide-peptide hydrogels
1475,grid.9918.9,University of Leicester,United Kingdom,,US-8652477-B2,2010,Methods for treating disseminated intravascular coagulation by inhibiting MASP-2 dependent complement activation
1476,grid.21107.35,Johns Hopkins University,United States,JHU,EP-2906697-A4,2013,METHODS FOR MONITORING C9ORF72 EXPRESSION
1477,grid.282569.2,Ionis Pharmaceuticals (United States),United States,,EP-2906697-A4,2013,METHODS FOR MONITORING C9ORF72 EXPRESSION
1478,grid.421932.f,UCB Pharma (Belgium),Belgium,,WO-2014001557-A1,2013,A METHOD FOR IDENTIFYING COMPOUNDS OF THERAPEUTIC INTEREST
1479,grid.189504.1,Boston University,United States,BU,WO-2014183023-A1,2014,USING PLEXIN-A4 AS A BIOMARKER AND THERAPEUTIC TARGET FOR ALZHEIMER'S DISEASE
1480,grid.451116.6,Sosei Group Corporation (United Kingdom),United Kingdom,,WO-2017129998-A1,2017,G PROTEINS
1481,grid.168010.e,Stanford University,United States,SU,WO-2013119602-A1,2013,ARRDC1-MEDIATED MICROVESICLES (ARMMS) AND USES THEREOF
1482,grid.38142.3c,Harvard University,United States,,WO-2013119602-A1,2013,ARRDC1-MEDIATED MICROVESICLES (ARMMS) AND USES THEREOF
1483,grid.421812.c,deCODE Genetics (Iceland),Iceland,,WO-2014074942-A1,2013,RISK VARIANTS OF ALZHEIMER'S DISEASE
1484,grid.185669.5,Illumina (United States),United States,,WO-2014074942-A1,2013,RISK VARIANTS OF ALZHEIMER'S DISEASE
1485,grid.30389.31,University of California System,United States,,US-9745421-B2,2014,Dendronized polymers for nucleic acid delivery
1486,grid.30389.31,University of California System,United States,,US-9867845-B2,2015,Vectors for delivery of agents across biological membranes
1487,grid.29078.34,University of Italian Switzerland,Switzerland,USI,US-9820476-B2,2013,Genetically modified non-human animals and methods of use thereof
1488,grid.418961.3,Regeneron (United States),United States,,US-9820476-B2,2013,Genetically modified non-human animals and methods of use thereof
1489,grid.47100.32,Yale University,United States,,US-9820476-B2,2013,Genetically modified non-human animals and methods of use thereof
1490,grid.9918.9,University of Leicester,United Kingdom,,US-10059776-B2,2017,Methods for treating conditions associated with MASP-2 dependent complement activation
1491,grid.136593.b,Osaka University,Japan,,US-9919010-B2,2009,Method for collecting functional cells in vivo with high efficiency
1492,grid.427999.8,Catabasis Pharmaceuticals (United States),United States,,US-RE46608-E1,2015,Fatty acid niacin conjugates and their uses
1493,grid.136593.b,Osaka University,Japan,,US-9688733-B2,2013,Method for treating spinal cord injury using HMGB1 fragment
1494,grid.136593.b,Osaka University,Japan,,US-9623078-B2,2013,Method for treating cardiac infarction using HMGB1 fragment
1495,grid.5406.7,Siemens (Germany),Germany,,WO-2015078602-A1,2014,PHASE CHANGE MATERIAL AND USE THEREOF
1496,grid.481722.a,Novo Nordisk (Switzerland),Switzerland,,WO-2014060401-A1,2013,COAGULATION FACTOR VII POLYPEPTIDES
1497,grid.418722.a,Celgene (United States),United States,Celgene,US-9611465-B2,2015,Pharmaceutical composition containing core factor involved in proliferation and differentiation of central nervous cell
1498,grid.421932.f,UCB Pharma (Belgium),Belgium,,WO-2017211928-A1,2017,ANTI-IgE ANTIBODIES
1499,grid.9918.9,University of Leicester,United Kingdom,,US-9644035-B2,2013,Methods for treating conditions associated with MASP-2 dependent complement activation
1500,grid.496779.2,UK Research and Innovation,United Kingdom,UKRI,US-9441262-B2,2013,"MASP-2, a complement fixing enzyme, and uses for it"
1501,grid.21925.3d,University of Pittsburgh,United States,,US-9260754-B2,2011,Connexin mutation detection for lymphatic variation and disease
1502,grid.427999.8,Catabasis Pharmaceuticals (United States),United States,,US-RE46605-E1,2015,Fatty acid niacin conjugates and their uses
1503,grid.5963.9,University of Freiburg,Germany,,EP-2792355-A1,2013,Compounds for use as bromodomain inhibitors
1504,grid.4367.6,Washington University in St. Louis,United States,WUSTL,US-9267153-B2,2012,Porcine knob xenotype chimeric adenoviral vector for dendritic cell infection
1505,grid.34477.33,University of Washington,United States,UW,US-9267153-B2,2012,Porcine knob xenotype chimeric adenoviral vector for dendritic cell infection
1506,grid.254880.3,Dartmouth College,United States,,AU-2011230537-B2,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1507,grid.476366.6,Horizon Pharma (United States),United States,,US-9095559-B2,2013,Methods of therapeutic monitoring of nitrogen scavenging drugs
1508,grid.277151.7,Centre Hospitalier Universitaire de Nantes,France,CHU,EP-2606905-A1,2011,Peptides targeting Receptor activator of nuclear factor-kappa B (RANK) and their applications
1509,grid.4817.a,University of Nantes,France,,EP-2606905-A1,2011,Peptides targeting Receptor activator of nuclear factor-kappa B (RANK) and their applications
1510,grid.254880.3,Dartmouth College,United States,,AU-2011230537-C1,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1511,grid.254880.3,Dartmouth College,United States,,US-8231872-B2,2010,Regulatory T cell mediator proteins and uses thereof
1512,grid.13097.3c,King's College London,United Kingdom,KCL,US-9890215-B2,2014,Vista modulators for diagnosis and treatment of cancer
1513,grid.254880.3,Dartmouth College,United States,,US-9890215-B2,2014,Vista modulators for diagnosis and treatment of cancer
1514,grid.476366.6,Horizon Pharma (United States),United States,,US-9326966-B2,2015,Methods of therapeutic monitoring of nitrogen scavenging drugs
1515,grid.254880.3,Dartmouth College,United States,,US-8465740-B2,2011,Regulatory T cell mediator proteins and uses thereof
1516,grid.417944.b,Pierre Fabre (France),France,,EP-3003390-A4,2014,ANTI-C10ORF54 ANTIBODIES AND USES THEREOF
1517,grid.498026.1,Activ8rlives (United Kingdom),United Kingdom,,GB-2494953-B,2012,Biomarkers for respiratory infection
1518,grid.498026.1,Activ8rlives (United Kingdom),United Kingdom,,GB-2494953-A,2012,Determining levels of Pseudomonas aeruginosa in patient by measuring sputum levels of a siderophore and a secreted bacterial protein over time
1519,grid.213917.f,Georgia Institute of Technology,United States,GT,WO-2012177880-A1,2012,ADHESIVE SIGNATURE-BASED METHODS FOR THE ISOLATION OF STEM CELLS AND CELLS DERIVED THEREFROM
1520,grid.476366.6,Horizon Pharma (United States),United States,,US-10045958-B1,2018,Methods of therapeutic monitoring of nitrogen scavenging drugs
1521,grid.411370.0,Amrita Vishwa Vidyapeetham University,India,,WO-2014141288-A1,2013,"THE ART, METHOD, MANNER, PROCESS AND SYSTEM OF A NANO-BIOMINERAL FOR MULTI-MODAL CONTRAST IMAGING AND DRUG DELIVERY"
1522,grid.254880.3,Dartmouth College,United States,,US-8236304-B2,2006,Use of PD-L3 proteins and PD-L3 specific antibodies or antibody fragments to regulate CD4+ and CD8+ T cell immunity
1523,grid.21729.3f,Columbia University,United States,CU,WO-2014028907-A1,2013,DIAGNOSTIC MARKERS OF INDOLENT PROSTATE CANCER
1524,grid.13097.3c,King's College London,United Kingdom,KCL,EP-3094346-A4,2015,VISTA ANTAGONIST AND METHODS OF USE
1525,grid.254880.3,Dartmouth College,United States,,EP-3094346-A4,2015,VISTA ANTAGONIST AND METHODS OF USE
1526,grid.452429.c,Generic Assays (Germany),Germany,GA,EP-2913675-A3,2015,GP2 isoforms and their use in autoantibody capture
1527,grid.498026.1,Activ8rlives (United Kingdom),United Kingdom,,US-8980566-B2,2012,Biomarkers for respiratory infection
1528,grid.266515.3,University of Kansas,United States,KU,US-9416103-B2,2013,"Use of the aminoalkylindole JWH-073-M4 and related compounds as neutral CB1 receptor antagonists for the treatment of alcoholism, drug abuse, obesity, and obesity-related diseases"
1529,grid.194632.b,University of Arkansas System,United States,,US-9416103-B2,2013,"Use of the aminoalkylindole JWH-073-M4 and related compounds as neutral CB1 receptor antagonists for the treatment of alcoholism, drug abuse, obesity, and obesity-related diseases"
1530,grid.258799.8,Kyoto University,Japan,,EP-3008174-A4,2014,METHOD OF EFFICIENTLY ESTABLISHING INDUCED PLURIPOTENT STEM CELLS
1531,grid.38142.3c,Harvard University,United States,,US-9683048-B2,2015,Antibody molecules to PD-1 and uses thereof
1532,grid.419481.1,Novartis (Switzerland),Switzerland,,US-9683048-B2,2015,Antibody molecules to PD-1 and uses thereof
1533,grid.65499.37,Dana-Farber Cancer Institute,United States,,US-9683048-B2,2015,Antibody molecules to PD-1 and uses thereof
1534,grid.254880.3,Dartmouth College,United States,,US-8501915-B2,2012,Regulatory T cell mediator proteins and uses thereof
1535,grid.476366.6,Horizon Pharma (United States),United States,,US-9962358-B2,2017,Methods of therapeutic monitoring of nitrogen scavenging drugs
